task_key,method_family,compression_ratio,retained_budget,n_official_tasks,Acc,CIF,ERR,ECov,DRR,delta_NLL,GPR
ruler_common_words_extraction,hf_kv_cache_quantization,0.5,0.5,1,0.877,0.1,1.0,1.0,N/A,0.05426808640400995,0.9616435536594073
ruler_common_words_extraction,hf_kv_cache_quantization,0.75,0.25,1,0.098,0.42,1.0,1.0,N/A,3.0760830786835665,0.4221403610821218
ruler_common_words_extraction,key_channel_pruning,0.25,0.75,1,0.904,0.08,N/A,N/A,N/A,0.057423798781349615,0.9750482768981814
ruler_common_words_extraction,key_channel_pruning,0.5,0.5,1,0.0,0.42,N/A,N/A,N/A,6.81173441470812,0.2646142144290249
ruler_common_words_extraction,key_channel_pruning,0.75,0.25,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_common_words_extraction,key_space_signal_pruning,0.25,0.75,1,0.904,0.07,1.0,1.0,N/A,0.008235669165492485,0.9949707390982723
ruler_common_words_extraction,key_space_signal_pruning,0.5,0.5,1,0.903,0.11,1.0,1.0,N/A,0.00964505686035027,0.9944356516628201
ruler_common_words_extraction,key_space_signal_pruning,0.75,0.25,1,0.8490000000000001,0.29,1.0,1.0,N/A,0.10600926399017048,0.9303885137052312
ruler_common_words_extraction,last_query_attention_pruning,0.25,0.75,1,0.9009999999999999,0.03,1.0,1.0,N/A,-0.0017549177619081214,1.002100424161277
ruler_common_words_extraction,last_query_attention_pruning,0.5,0.5,1,0.9009999999999999,0.08,1.0,1.0,N/A,0.013259963600075525,1.0025353469067126
ruler_common_words_extraction,last_query_attention_pruning,0.75,0.25,1,0.8660000000000001,0.22,1.0,1.0,N/A,0.13270864496182594,0.9665140619577264
ruler_common_words_extraction,recency_attention_sink_pruning,0.25,0.75,1,0.8909999999999999,0.13,0.0,0.0,N/A,-0.043946833868736705,1.0777820969065468
ruler_common_words_extraction,recency_attention_sink_pruning,0.5,0.5,1,0.868,0.22,0.0,0.0,N/A,0.0005242731856259031,1.0564732790273603
ruler_common_words_extraction,recency_attention_sink_pruning,0.75,0.25,1,0.777,0.4,0.0,0.0,N/A,-0.0019165661417271096,1.07080552287546
ruler_frequent_words_extraction,adaptive_headwise_pruning,0.25,0.75,1,0.9366666666666668,0.04,N/A,N/A,N/A,0.0007633042484007069,0.9992531714393149
ruler_frequent_words_extraction,adaptive_headwise_pruning,0.5,0.5,1,0.9381443298969072,0.08247422680412371,N/A,N/A,N/A,0.0009278205515082464,0.9991098611619681
ruler_frequent_words_extraction,adaptive_headwise_pruning,0.75,0.25,1,0.9066666666666667,0.15,N/A,N/A,N/A,0.0016320770669486628,0.9986688332905557
ruler_frequent_words_extraction,attention_observation_pruning,0.25,0.75,1,0.9366666666666668,0.06,1.0,1.0,N/A,0.00023580316577895166,0.9997730134394941
ruler_frequent_words_extraction,attention_observation_pruning,0.5,0.5,1,0.9266666666666667,0.1,1.0,1.0,N/A,0.0008765006316997637,0.9992199264723075
ruler_frequent_words_extraction,attention_observation_pruning,0.75,0.25,1,0.8933333333333333,0.2,1.0,1.0,N/A,0.0023563167978266275,0.9980954967055199
ruler_frequent_words_extraction,budget_allocation_hierarchical,0.25,0.75,1,0.9366666666666668,0.06,1.0,1.0,N/A,0.00023580316577895166,0.9997730134394941
ruler_frequent_words_extraction,budget_allocation_hierarchical,0.5,0.5,1,0.9266666666666667,0.1,1.0,1.0,N/A,0.0008765006316997637,0.9992199264723075
ruler_frequent_words_extraction,budget_allocation_hierarchical,0.75,0.25,1,0.8933333333333333,0.2,1.0,1.0,N/A,0.0023563167978266275,0.9980954967055199
ruler_frequent_words_extraction,chunk_semantic_preservation,0.25,0.75,1,0.9133333333333333,0.11,N/A,N/A,N/A,0.0037333784318148355,0.9966624537138781
ruler_frequent_words_extraction,chunk_semantic_preservation,0.5,0.5,1,0.78,0.27,N/A,N/A,N/A,0.0024055948661691317,0.9977699432057867
ruler_frequent_words_extraction,chunk_semantic_preservation,0.75,0.25,1,0.75,0.36,N/A,N/A,N/A,0.0030293860250330275,0.9974120816728929
ruler_frequent_words_extraction,hf_kv_cache_quantization,0.25,0.75,1,0.9528619528619529,0.020202020202020204,1.0,1.0,N/A,9.660181587937952e-05,0.999904318393518
ruler_frequent_words_extraction,hf_kv_cache_quantization,0.5,0.5,1,0.8566666666666667,0.15,1.0,1.0,N/A,0.0014959394751967103,0.9986680571807951
ruler_frequent_words_extraction,hf_kv_cache_quantization,0.75,0.25,1,0.17666666666666664,0.8,1.0,1.0,N/A,0.654470332595706,0.743190974157589
ruler_frequent_words_extraction,key_channel_pruning,0.25,0.75,1,0.9566666666666667,0.04,N/A,N/A,N/A,0.0009258138690871953,0.9992010924390242
ruler_frequent_words_extraction,key_channel_pruning,0.5,0.5,1,0.0,0.84,N/A,N/A,N/A,8.1675762230055,0.001335466464186744
ruler_frequent_words_extraction,key_channel_pruning,0.75,0.25,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_frequent_words_extraction,key_space_signal_pruning,0.25,0.75,1,0.93,0.08,1.0,1.0,N/A,0.0022864626524810227,0.9978209821369627
ruler_frequent_words_extraction,key_space_signal_pruning,0.5,0.5,1,0.8833333333333333,0.21,1.0,1.0,N/A,0.009002571988815537,0.9925159184418862
ruler_frequent_words_extraction,key_space_signal_pruning,0.75,0.25,1,0.76,0.41,1.0,1.0,N/A,0.025708810370361216,0.9821527590051161
ruler_frequent_words_extraction,last_query_attention_pruning,0.25,0.75,1,0.9333333333333332,0.06,1.0,1.0,N/A,-0.0004491248481130006,1.000453782555733
ruler_frequent_words_extraction,last_query_attention_pruning,0.5,0.5,1,0.9266666666666667,0.11,1.0,1.0,N/A,-0.00019969797304993263,1.000213982366767
ruler_frequent_words_extraction,last_query_attention_pruning,0.75,0.25,1,0.86,0.25,1.0,1.0,N/A,0.00035249312609993535,0.9997564682605509
ruler_frequent_words_extraction,recency_attention_sink_pruning,0.25,0.75,1,0.8866666666666667,0.11,0.0,0.0,N/A,0.020431485254890806,0.9836422260235966
ruler_frequent_words_extraction,recency_attention_sink_pruning,0.5,0.5,1,0.9,0.13,0.0,0.0,N/A,0.023271518744633245,0.9828789115060735
ruler_frequent_words_extraction,recency_attention_sink_pruning,0.75,0.25,1,0.8933333333333333,0.12,0.0,0.0,N/A,0.02025501519686049,0.9859702671691395
ruler_multikey_niah,adaptive_headwise_pruning,0.25,0.75,3,0.9966666666666667,0.0,N/A,N/A,N/A,3.902370700578454e-06,0.9999960978071725
ruler_multikey_niah,adaptive_headwise_pruning,0.5,0.5,3,0.9966666666666667,0.0,N/A,N/A,N/A,2.3514390804423486e-05,0.9999765101206924
ruler_multikey_niah,adaptive_headwise_pruning,0.75,0.25,3,0.9933333333333333,0.0033333333333333335,N/A,N/A,N/A,0.004221254701443323,0.9971214485328845
ruler_multikey_niah,attention_observation_pruning,0.25,0.75,3,0.9966666666666667,0.0,1.0,1.0,1.0,6.988882126447993e-06,0.9999930169432512
ruler_multikey_niah,attention_observation_pruning,0.5,0.5,3,0.9899999999999999,0.006666666666666667,1.0,1.0,0.9999997860779531,0.0021077690087085437,0.9984326506493456
ruler_multikey_niah,attention_observation_pruning,0.75,0.25,3,0.96,0.036666666666666674,1.0,1.0,0.9979441245700674,0.03419698076664891,0.9789485891910455
ruler_multikey_niah,budget_allocation_hierarchical,0.25,0.75,3,0.9966666666666667,0.0,1.0,1.0,1.0,6.988882126447993e-06,0.9999930169432512
ruler_multikey_niah,budget_allocation_hierarchical,0.5,0.5,3,0.98996632996633,0.006666666666666667,1.0,1.0,0.9999997860779531,0.002107781125772306,0.9984326386027066
ruler_multikey_niah,budget_allocation_hierarchical,0.75,0.25,3,0.96,0.036666666666666674,1.0,1.0,0.9979441245700674,0.03419698076664891,0.9789485891910455
ruler_multikey_niah,chunk_semantic_preservation,0.25,0.75,3,0.85,0.14666666666666667,N/A,N/A,N/A,0.15214610860554656,0.9167150943826741
ruler_multikey_niah,chunk_semantic_preservation,0.5,0.5,3,0.5933333333333334,0.4033333333333333,N/A,N/A,N/A,0.6076034884281073,0.7028462316952927
ruler_multikey_niah,chunk_semantic_preservation,0.75,0.25,3,0.4033333333333333,0.5933333333333334,N/A,N/A,N/A,1.3865276888921165,0.42841645095583686
ruler_multikey_niah,hf_kv_cache_quantization,0.25,0.75,3,0.9966666666666667,0.0,1.0,1.0,1.0,3.5215307243731855e-06,0.9999964842320668
ruler_multikey_niah,hf_kv_cache_quantization,0.5,0.5,3,0.9966666666666667,0.0,1.0,1.0,1.0,1.2691436603801862e-05,0.999987320236437
ruler_multikey_niah,hf_kv_cache_quantization,0.75,0.25,3,0.05333333333333334,0.9433333333333334,1.0,1.0,1.0,2.2627635143535483,0.1893875844384505
ruler_multikey_niah,key_channel_pruning,0.25,0.75,3,1.0,0.0,N/A,N/A,N/A,0.0005559665270318988,0.9994460758803919
ruler_multikey_niah,key_channel_pruning,0.5,0.5,3,0.0,0.9966666666666667,N/A,N/A,N/A,6.654033787101995,0.0023739454291263275
ruler_multikey_niah,key_channel_pruning,0.75,0.25,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_multikey_niah,key_space_signal_pruning,0.25,0.75,3,0.9633333333333334,0.03333333333333333,1.0,1.0,1.0,0.01650183523205232,0.9871695069200387
ruler_multikey_niah,key_space_signal_pruning,0.5,0.5,3,0.7833333333333333,0.21333333333333335,1.0,1.0,1.0,0.21805648866533445,0.8819372958222154
ruler_multikey_niah,key_space_signal_pruning,0.75,0.25,3,0.48333333333333334,0.5133333333333333,1.0,1.0,0.9998732757259345,0.9592603867956391,0.5995886682224717
ruler_multikey_niah,last_query_attention_pruning,0.25,0.75,3,0.9966666666666667,0.0,1.0,1.0,0.9999787388818104,1.6012065026566046e-05,0.99998399946476
ruler_multikey_niah,last_query_attention_pruning,0.5,0.5,3,0.9533333333333333,0.043333333333333335,0.999783137141749,1.0,0.992106060225952,0.030970657661556582,0.9795916947325881
ruler_multikey_niah,last_query_attention_pruning,0.75,0.25,3,0.65,0.3466666666666667,0.9748592333971468,1.0,0.8852548202212155,0.4669800868841738,0.7437651632772436
ruler_multikey_niah,recency_attention_sink_pruning,0.25,0.75,3,0.7733333333333334,0.22333333333333336,0.7760386473429951,0.7766666666666667,0.7299085814662862,0.5544474439556025,0.7966957146681203
ruler_multikey_niah,recency_attention_sink_pruning,0.5,0.5,3,0.49666666666666665,0.5,0.4987719298245614,0.5,0.4680492658895659,1.2454642394038535,0.543890647271135
ruler_multikey_niah,recency_attention_sink_pruning,0.75,0.25,3,0.2333333333333333,0.7633333333333333,0.23166666666666666,0.2333333333333333,0.22597708227611912,1.87876238029447,0.3026095574432982
ruler_multiquery_niah,adaptive_headwise_pruning,0.25,0.75,1,0.8175,0.0,N/A,N/A,N/A,-0.0001115379053265153,1.0001117096708874
ruler_multiquery_niah,adaptive_headwise_pruning,0.5,0.5,1,0.815,0.0,N/A,N/A,N/A,-0.0001716956635951883,1.000171985793239
ruler_multiquery_niah,adaptive_headwise_pruning,0.75,0.25,1,0.8075,0.03,N/A,N/A,N/A,-0.00035427742881501524,1.000355156046461
ruler_multiquery_niah,attention_observation_pruning,0.25,0.75,1,0.8175,0.01,1.0,1.0,N/A,-3.0511509394595125e-05,1.0000305576147164
ruler_multiquery_niah,attention_observation_pruning,0.5,0.5,1,0.8125,0.01,1.0,1.0,N/A,-0.00013252339906882015,1.0001326804736923
ruler_multiquery_niah,attention_observation_pruning,0.75,0.25,1,0.8075,0.03,1.0,1.0,N/A,-0.00030531081742106946,1.0003059677776813
ruler_multiquery_niah,budget_allocation_hierarchical,0.25,0.75,1,0.8175,0.01,1.0,1.0,N/A,-3.0511509394595125e-05,1.0000305576147164
ruler_multiquery_niah,budget_allocation_hierarchical,0.5,0.5,1,0.8125,0.01,1.0,1.0,N/A,-0.00013252339906882015,1.0001326804736923
ruler_multiquery_niah,budget_allocation_hierarchical,0.75,0.25,1,0.8075,0.03,1.0,1.0,N/A,-0.00030531081742106946,1.0003059677776813
ruler_multiquery_niah,chunk_semantic_preservation,0.25,0.75,1,0.8775,0.02,N/A,N/A,N/A,0.0011203064867897638,0.9989223335870274
ruler_multiquery_niah,chunk_semantic_preservation,0.5,0.5,1,0.85,0.06,N/A,N/A,N/A,0.04149237891636929,0.9713296719843946
ruler_multiquery_niah,chunk_semantic_preservation,0.75,0.25,1,0.68,0.21,N/A,N/A,N/A,0.3072321237393284,0.8317744277218654
ruler_multiquery_niah,hf_kv_cache_quantization,0.25,0.75,1,0.82,0.0,1.0,1.0,N/A,-4.905302118818788e-05,1.0000491994588239
ruler_multiquery_niah,hf_kv_cache_quantization,0.5,0.5,1,0.8375,0.01,1.0,1.0,N/A,-0.0001516810534809787,1.000154652076474
ruler_multiquery_niah,hf_kv_cache_quantization,0.75,0.25,1,0.01,0.27,1.0,1.0,N/A,2.037791936567672,0.17316779169608712
ruler_multiquery_niah,key_channel_pruning,0.25,0.75,1,0.85,0.0,N/A,N/A,N/A,0.012007948110508308,0.9888099490387658
ruler_multiquery_niah,key_channel_pruning,0.5,0.5,1,0.0,0.27,N/A,N/A,N/A,6.8544199899949225,0.0026880302600277455
ruler_multiquery_niah,key_channel_pruning,0.75,0.25,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_multiquery_niah,key_space_signal_pruning,0.25,0.75,1,0.895,0.02,1.0,1.0,N/A,0.0028951604338139634,0.9971764629294507
ruler_multiquery_niah,key_space_signal_pruning,0.5,0.5,1,0.8975,0.04,1.0,1.0,N/A,0.000870869640020342,0.9991394593413127
ruler_multiquery_niah,key_space_signal_pruning,0.75,0.25,1,0.7575,0.16,1.0,1.0,N/A,0.007192884368102821,0.9936231575545275
ruler_multiquery_niah,last_query_attention_pruning,0.25,0.75,1,0.8175,0.0,1.0,1.0,N/A,-0.00011461607147877917,1.0001147784237903
ruler_multiquery_niah,last_query_attention_pruning,0.5,0.5,1,0.8175,0.0,1.0,1.0,N/A,-7.747474188084302e-05,1.0000775554247507
ruler_multiquery_niah,last_query_attention_pruning,0.75,0.25,1,0.8075,0.03,0.9998809523809524,1.0,N/A,-0.0005129666791003862,1.0005141542854166
ruler_multiquery_niah,recency_attention_sink_pruning,0.25,0.75,1,0.615,0.22,0.7225,0.7225,N/A,0.8372325010728292,0.6566714276109206
ruler_multiquery_niah,recency_attention_sink_pruning,0.5,0.5,1,0.4225,0.27,0.48,0.48,N/A,1.3671127181649922,0.4505654307719446
ruler_multiquery_niah,recency_attention_sink_pruning,0.75,0.25,1,0.2,0.27,0.22892857142857143,0.23,N/A,1.8333163609867225,0.28391715664818856
ruler_multivalue_niah,adaptive_headwise_pruning,0.25,0.75,1,0.9975,0.0,N/A,N/A,N/A,0.000976732133292093,0.9990451944929194
ruler_multivalue_niah,adaptive_headwise_pruning,0.5,0.5,1,0.9975,0.0,N/A,N/A,N/A,0.004209696416436839,0.9958625206212512
ruler_multivalue_niah,adaptive_headwise_pruning,0.75,0.25,1,0.9675,0.11,N/A,N/A,N/A,0.184636745270542,0.8862848509863466
ruler_multivalue_niah,attention_observation_pruning,0.25,0.75,1,0.9975,0.0,1.0,1.0,N/A,0.0011501833906153447,0.9988657011952233
ruler_multivalue_niah,attention_observation_pruning,0.5,0.5,1,0.9975,0.0,1.0,1.0,N/A,0.010979912402188203,0.9899775345788561
ruler_multivalue_niah,attention_observation_pruning,0.75,0.25,1,0.965,0.11,1.0,1.0,N/A,0.30318276401363264,0.835182975449564
ruler_multivalue_niah,budget_allocation_hierarchical,0.25,0.75,1,0.9975,0.0,1.0,1.0,N/A,0.0011501833906153447,0.9988657011952233
ruler_multivalue_niah,budget_allocation_hierarchical,0.5,0.5,1,0.9975,0.0,1.0,1.0,N/A,0.010979912402188203,0.9899775345788561
ruler_multivalue_niah,budget_allocation_hierarchical,0.75,0.25,1,0.965,0.11,1.0,1.0,N/A,0.30318276401363264,0.835182975449564
ruler_multivalue_niah,chunk_semantic_preservation,0.25,0.75,1,0.9875,0.04,N/A,N/A,N/A,0.04740340035758695,0.9612655382325024
ruler_multivalue_niah,chunk_semantic_preservation,0.5,0.5,1,0.9475,0.21,N/A,N/A,N/A,0.1454901806462388,0.9096070255096218
ruler_multivalue_niah,chunk_semantic_preservation,0.75,0.25,1,0.8375,0.54,N/A,N/A,N/A,0.6495813831627976,0.6676928219521381
ruler_multivalue_niah,hf_kv_cache_quantization,0.25,0.75,1,0.9975,0.0,1.0,1.0,N/A,0.0005115086004226388,0.999517820256835
ruler_multivalue_niah,hf_kv_cache_quantization,0.5,0.5,1,0.995,0.02,1.0,1.0,N/A,0.026767204959303376,0.9779904431249231
ruler_multivalue_niah,hf_kv_cache_quantization,0.75,0.25,1,0.005,0.99,1.0,1.0,N/A,2.2599914896576183,0.1287817409106863
ruler_multivalue_niah,key_channel_pruning,0.25,0.75,1,0.985,0.05,N/A,N/A,N/A,-0.002004514466818521,1.003612198306844
ruler_multivalue_niah,key_channel_pruning,0.5,0.5,1,0.0,0.99,N/A,N/A,N/A,6.828385287257931,0.0025398267724345476
ruler_multivalue_niah,key_channel_pruning,0.75,0.25,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_multivalue_niah,key_space_signal_pruning,0.25,0.75,1,0.97,0.12,1.0,1.0,N/A,-0.000959915535683793,1.002325298574044
ruler_multivalue_niah,key_space_signal_pruning,0.5,0.5,1,0.9675,0.13,1.0,1.0,N/A,-0.017139865688230747,1.018929830442366
ruler_multivalue_niah,key_space_signal_pruning,0.75,0.25,1,0.955,0.18,1.0,1.0,N/A,-0.026823320665317375,1.0336814366152778
ruler_multivalue_niah,last_query_attention_pruning,0.25,0.75,1,0.9975,0.0,1.0,1.0,N/A,0.002646305202396677,0.9975278951037123
ruler_multivalue_niah,last_query_attention_pruning,0.5,0.5,1,0.995,0.01,1.0,1.0,N/A,0.006453286667533225,0.9943907437176527
ruler_multivalue_niah,last_query_attention_pruning,0.75,0.25,1,0.985,0.06,0.9989556277056277,1.0,N/A,0.08020806644293232,0.948734052301366
ruler_multivalue_niah,recency_attention_sink_pruning,0.25,0.75,1,0.715,0.73,0.7225,0.7225,N/A,-0.08114249214694742,1.135593251314748
ruler_multivalue_niah,recency_attention_sink_pruning,0.5,0.5,1,0.435,0.96,0.4525,0.4525,N/A,0.1235451969370472,1.0751854831206435
ruler_multivalue_niah,recency_attention_sink_pruning,0.75,0.25,1,0.1775,0.99,0.20943181818181816,0.2125,N/A,0.674540558574396,0.8122716405278022
ruler_single_niah,adaptive_headwise_pruning,0.25,0.75,3,1.0,0.0,N/A,N/A,N/A,8.901549251723779e-07,0.9999991098695609
ruler_single_niah,adaptive_headwise_pruning,0.5,0.5,3,0.9899999999999999,0.01,N/A,N/A,N/A,0.0013905863253858815,0.9987133812432022
ruler_single_niah,adaptive_headwise_pruning,0.75,0.25,3,0.7433333333333333,0.25666666666666665,N/A,N/A,N/A,0.15756353367412942,0.8915470538574065
ruler_single_niah,attention_observation_pruning,0.25,0.75,3,1.0,0.0,1.0,1.0,N/A,1.9868543350450482e-06,0.9999980131802341
ruler_single_niah,attention_observation_pruning,0.5,0.5,3,0.9633333333333334,0.03666666666666667,1.0,1.0,N/A,0.011914765311093796,0.9903066640935799
ruler_single_niah,attention_observation_pruning,0.75,0.25,3,0.7133333333333334,0.2866666666666667,1.0,1.0,N/A,0.2117236974693332,0.8626497012997589
ruler_single_niah,budget_allocation_hierarchical,0.25,0.75,3,1.0,0.0,1.0,1.0,N/A,1.9868543350450482e-06,0.9999980131802341
ruler_single_niah,budget_allocation_hierarchical,0.5,0.5,3,0.9633333333333334,0.03666666666666667,1.0,1.0,N/A,0.011914765311093796,0.9903066640935799
ruler_single_niah,budget_allocation_hierarchical,0.75,0.25,3,0.7133333333333334,0.2866666666666667,1.0,1.0,N/A,0.2117236974693332,0.8626497012997589
ruler_single_niah,chunk_semantic_preservation,0.25,0.75,3,1.0,0.0,N/A,N/A,N/A,0.0003699928969425881,0.9996337750994178
ruler_single_niah,chunk_semantic_preservation,0.5,0.5,3,0.9966666666666667,0.0033333333333333335,N/A,N/A,N/A,0.016618831560910263,0.987054339272074
ruler_single_niah,chunk_semantic_preservation,0.75,0.25,3,0.9366666666666666,0.06333333333333334,N/A,N/A,N/A,0.16560631153870078,0.9077318704628293
ruler_single_niah,hf_kv_cache_quantization,0.25,0.75,3,1.0,0.0,1.0,1.0,N/A,-1.2100884770784487e-06,1.0000012101126166
ruler_single_niah,hf_kv_cache_quantization,0.5,0.5,3,1.0,0.0,1.0,1.0,N/A,0.0016955297780221824,0.9986654208606746
ruler_single_niah,hf_kv_cache_quantization,0.75,0.25,3,0.15,0.85,1.0,1.0,N/A,1.7197787309190407,0.32752682963522567
ruler_single_niah,key_channel_pruning,0.25,0.75,3,1.0,0.0,N/A,N/A,N/A,0.0002482517458830735,0.9997518404234113
ruler_single_niah,key_channel_pruning,0.5,0.5,3,0.0,1.0,N/A,N/A,N/A,8.580632143130307,0.0008402774315883079
ruler_single_niah,key_channel_pruning,0.75,0.25,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_single_niah,key_space_signal_pruning,0.25,0.75,3,1.0,0.0,1.0,1.0,N/A,9.897381020122127e-06,0.9999901029496444
ruler_single_niah,key_space_signal_pruning,0.5,0.5,3,1.0,0.0,1.0,1.0,N/A,1.763806340079943e-05,0.9999823633839191
ruler_single_niah,key_space_signal_pruning,0.75,0.25,3,0.9700000000000001,0.03,1.0,1.0,N/A,0.0014001816176434656,0.9987339353629445
ruler_single_niah,last_query_attention_pruning,0.25,0.75,3,1.0,0.0,1.0,1.0,N/A,6.49587863590558e-07,0.9999993504395781
ruler_single_niah,last_query_attention_pruning,0.5,0.5,3,1.0,0.0,1.0,1.0,N/A,3.5770133471409633e-06,0.999996423091431
ruler_single_niah,last_query_attention_pruning,0.75,0.25,3,0.98,0.02,0.9992128427128426,1.0,N/A,0.010053484156867739,0.992424025518447
ruler_single_niah,recency_attention_sink_pruning,0.25,0.75,3,0.7266666666666666,0.2733333333333334,0.7302436983819963,0.7433333333333333,N/A,0.6438739833059884,0.7541941504286146
ruler_single_niah,recency_attention_sink_pruning,0.5,0.5,3,0.4366666666666667,0.5633333333333334,0.43943961352657007,0.4466666666666667,N/A,1.3447824097684602,0.4908577631583062
ruler_single_niah,recency_attention_sink_pruning,0.75,0.25,3,0.22666666666666666,0.7733333333333334,0.22666666666666666,0.22666666666666666,N/A,1.864831627803597,0.2990413061238472
ruler_variable_tracking,adaptive_headwise_pruning,0.25,0.75,1,1.0,0.0,N/A,N/A,N/A,-0.000490521941958999,1.0005027266487376
ruler_variable_tracking,adaptive_headwise_pruning,0.5,0.5,1,1.0,0.0,N/A,N/A,N/A,-0.0004268120026894762,1.0004360529384089
ruler_variable_tracking,adaptive_headwise_pruning,0.75,0.25,1,1.0,0.0,N/A,N/A,N/A,0.0008805898389183397,0.9991570216088159
ruler_variable_tracking,attention_observation_pruning,0.25,0.75,1,1.0,0.0,1.0,1.0,N/A,-0.00038901098239161767,1.0003966850371215
ruler_variable_tracking,attention_observation_pruning,0.5,0.5,1,1.0,0.0,1.0,1.0,N/A,2.1765293344522264e-07,0.9999997823933211
ruler_variable_tracking,attention_observation_pruning,0.75,0.25,1,1.0,0.0,1.0,1.0,N/A,-0.0004892530615947166,1.0005014506641232
ruler_variable_tracking,budget_allocation_hierarchical,0.25,0.75,1,1.0,0.0,1.0,1.0,N/A,-0.00038901098239161767,1.0003966850371215
ruler_variable_tracking,budget_allocation_hierarchical,0.5,0.5,1,1.0,0.0,1.0,1.0,N/A,2.1765293344522264e-07,0.9999997823933211
ruler_variable_tracking,budget_allocation_hierarchical,0.75,0.25,1,1.0,0.0,1.0,1.0,N/A,-0.0004892530615947166,1.0005014506641232
ruler_variable_tracking,chunk_semantic_preservation,0.25,0.75,1,0.634,0.8,N/A,N/A,N/A,0.3325667022369677,0.9071342498258186
ruler_variable_tracking,chunk_semantic_preservation,0.5,0.5,1,0.49,0.96,N/A,N/A,N/A,0.7362687692150286,0.812333416418314
ruler_variable_tracking,chunk_semantic_preservation,0.75,0.25,1,0.3,0.98,N/A,N/A,N/A,1.1273659700126049,0.7015312219970237
ruler_variable_tracking,hf_kv_cache_quantization,0.25,0.75,1,1.0,0.0,1.0,1.0,N/A,0.0002206284302897288,0.9997817795609899
ruler_variable_tracking,hf_kv_cache_quantization,0.5,0.5,1,1.0,0.0,1.0,1.0,N/A,-0.0005620152311093785,1.0005782500391796
ruler_variable_tracking,hf_kv_cache_quantization,0.75,0.25,1,0.114,0.97,1.0,1.0,N/A,3.642581497215042,0.22195526936367138
ruler_variable_tracking,key_channel_pruning,0.25,0.75,1,1.0,0.0,N/A,N/A,N/A,-0.0005549612595255793,1.0005711977796994
ruler_variable_tracking,key_channel_pruning,0.5,0.5,1,0.0,1.0,N/A,N/A,N/A,11.983773802086969,0.00015944832859340056
ruler_variable_tracking,key_channel_pruning,0.75,0.25,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruler_variable_tracking,key_space_signal_pruning,0.25,0.75,1,1.0,0.0,1.0,1.0,N/A,0.019132193112503918,0.99147274723316
ruler_variable_tracking,key_space_signal_pruning,0.5,0.5,1,0.998,0.01,1.0,1.0,N/A,0.021630162820208302,0.9911471847299851
ruler_variable_tracking,key_space_signal_pruning,0.75,0.25,1,1.0,0.0,1.0,1.0,N/A,0.02506699700841159,0.990810531750798
ruler_variable_tracking,last_query_attention_pruning,0.25,0.75,1,1.0,0.0,1.0,1.0,N/A,0.00040500127138757056,0.9996030882704491
ruler_variable_tracking,last_query_attention_pruning,0.5,0.5,1,1.0,0.0,1.0,1.0,N/A,-0.0004694714885979545,1.0004806544110298
