dataset,retained_budget,method_left,method_right,intersection,union,jaccard,left_ECov_slot,right_ECov_slot,left_delta_NLL,right_delta_NLL,left_EAR,right_EAR
RULER-16K,0.75,KeyDiffPress,ChunkKVPress_Knorm,13,190,0.06842105263157895,0.9608618233618234,0.7840811965811965,0.07605535906476216,0.15577036921001583,0.08264934283035828,
RULER-16K,0.75,KeyDiffPress,AdaKVPress,4,42,0.09523809523809523,0.9850405092592592,0.7882523148148148,0.00843932325870378,3.0758050343138166e-05,0.09154865107586,
RULER-16K,0.75,KeyDiffPress,QuantizedCache,2,41,0.04878048780487805,0.9851851851851852,1.0,0.009103032449587545,-9.880307203502525e-05,0.0848025326420099,
RULER-16K,0.75,ThinKPress,ChunkKVPress_Knorm,8,173,0.046242774566473986,1.0,0.8557870370370371,0.0013610506675760803,0.015671707130796686,,
RULER-16K,0.75,ThinKPress,AdaKVPress,6,18,0.3333333333333333,1.0,0.7933256172839506,0.0005984333532782493,1.700965208328853e-05,,
RULER-16K,0.75,ThinKPress,QuantizedCache,3,18,0.16666666666666666,1.0,1.0,0.15918178851550616,0.04978395936961988,,
RULER-16K,0.75,ChunkKVPress_Knorm,AdaKVPress,5,166,0.030120481927710843,0.8137037037037036,0.7735185185185185,0.01028537197469177,2.4606440274510532e-05,,
RULER-16K,0.75,ChunkKVPress_Knorm,QuantizedCache,2,166,0.012048192771084338,0.8314814814814815,1.0,0.0029558423497633157,-9.880307203502525e-05,,
RULER-16K,0.75,AdaKVPress,QuantizedCache,3,8,0.375,0.8150462962962962,1.0,-0.0003345953946336522,-6.605743817308014e-05,,
RULER-8K,0.25,StreamingLLMPress,SnapKVPress,203,832,0.2439903846153846,0.03571428571428571,0.46235375615763546,1.581147967470818,0.9610641358473221,0.020700362846267396,0.045991222702117376
RULER-8K,0.25,StreamingLLMPress,TOVAPress,170,832,0.20432692307692307,0.016176470588235296,0.4305392156862745,1.6600979397841598,0.8545349491020735,0.009883410379119493,0.15493592745550422
RULER-8K,0.25,StreamingLLMPress,KeyDiffPress,244,838,0.2911694510739857,0.042008196721311473,0.3553954633424408,1.7031742025304906,1.0649533025547806,0.019202894075863022,0.07593753650502322
RULER-8K,0.25,StreamingLLMPress,ChunkKVPress_Knorm,419,883,0.47451868629671573,0.13329355608591886,0.43597520551577834,2.0691532757327478,1.6274096465562613,0.07943809395962245,
RULER-8K,0.25,StreamingLLMPress,AdaKVPress,199,823,0.24179829890643986,0.03391959798994975,0.4676885585334078,1.5357523834582796,0.8302311767862824,0.020865356923120672,
RULER-8K,0.25,StreamingLLMPress,QuantizedCache,670,940,0.7127659574468085,0.08007462686567164,1.0,2.151329355130513,2.48419695014755,0.04673940362360947,0.5453230671422064
RULER-8K,0.25,SnapKVPress,TOVAPress,100,359,0.2785515320334262,0.38996122685185186,0.537212962962963,0.5468099807134894,0.5913629234480303,0.048499211363659284,0.2086344782274388
RULER-8K,0.25,SnapKVPress,KeyDiffPress,93,446,0.2085201793721973,0.4076967592592593,0.601381421744325,0.32235557066612247,0.3717427516380961,0.05077108031716623,0.1427785134356775
RULER-8K,0.25,SnapKVPress,ChunkKVPress_Knorm,128,631,0.20285261489698891,0.45613109447337963,0.4615596064814815,0.4699688559752159,1.1117374543385017,0.050287177854197,
RULER-8K,0.25,SnapKVPress,AdaKVPress,209,270,0.774074074074074,0.4881520800106326,0.4730836323763955,0.987603183740069,0.8456850701110067,0.04557805618344377,
RULER-8K,0.25,SnapKVPress,QuantizedCache,223,844,0.26421800947867297,0.48294095665171893,1.0,0.8792283893644288,2.873710955160345,0.04676208207272576,0.5565771995536247
RULER-8K,0.25,TOVAPress,KeyDiffPress,154,352,0.4375,0.4147186147186147,0.3294785654160654,0.8910297266917497,1.2265969811832658,0.15273177007169272,0.085663878594715
RULER-8K,0.25,TOVAPress,ChunkKVPress_Knorm,185,541,0.3419593345656192,0.4340265265265265,0.2560585585585585,0.8841900875965406,1.62407080228378,0.1594118159962154,
RULER-8K,0.25,TOVAPress,AdaKVPress,90,356,0.25280898876404495,0.5780504115226337,0.39761381172839505,0.41998386316938113,0.45381071734341766,0.21861392733998847,
RULER-8K,0.25,TOVAPress,QuantizedCache,201,833,0.24129651860744297,0.4501174682144831,1.0,0.8544513378992876,2.9812062483909796,0.15939128728278656,0.4220697320828268
RULER-8K,0.25,KeyDiffPress,ChunkKVPress_Knorm,243,563,0.43161634103019536,0.32929931603414114,0.30458009449778994,1.096171443365404,1.578002287220472,0.07845970723884739,
RULER-8K,0.25,KeyDiffPress,AdaKVPress,77,449,0.1714922048997773,0.6565957190957191,0.40287022005772005,0.3308263355923105,0.39122305544451236,0.1524298277769988,
RULER-8K,0.25,KeyDiffPress,QuantizedCache,274,840,0.3261904761904762,0.35155215091916736,1.0,1.0712913486056936,2.699394602372932,0.07608184697931275,0.436527451090197
RULER-8K,0.25,ChunkKVPress_Knorm,AdaKVPress,114,632,0.18037974683544303,0.510908057179987,0.4589795524691358,1.0877205766225586,0.45521786214419657,,
RULER-8K,0.25,ChunkKVPress_Knorm,QuantizedCache,473,861,0.5493612078977933,0.4141091143998121,1.0,1.5902998673891011,2.781740646970749,,0.5384219301974652
RULER-8K,0.25,AdaKVPress,QuantizedCache,210,844,0.24881516587677724,0.4797117504409171,1.0,0.7760039452340033,2.767418428563067,,0.5749158521088757
RULER-8K,0.5,StreamingLLMPress,SnapKVPress,66,592,0.11148648648648649,0.05303030303030303,0.6591715768799102,1.5563891118259323,0.37893433449780545,0.018932691963607542,0.0461892253410657
RULER-8K,0.5,StreamingLLMPress,TOVAPress,26,569,0.04569420035149385,0.038461538461538464,0.7140491452991452,0.8696818051442802,0.048873162774646005,0.014818077362311433,0.204616789475977
RULER-8K,0.5,StreamingLLMPress,KeyDiffPress,86,601,0.14309484193011648,0.15988372093023256,0.6842437822997416,1.6343716909322794,0.5194760280602393,0.05132920156640966,0.07587639431825602
RULER-8K,0.5,StreamingLLMPress,ThinKPress,547,968,0.5650826446280992,0.17111517367458864,1.0,1.9545043265804383,7.779536337590376,0.07353894956600981,0.060427134169799994
RULER-8K,0.5,StreamingLLMPress,ChunkKVPress_Knorm,192,714,0.2689075630252101,0.2755208333333333,0.6590446566358025,2.035080342246598,1.0598163414098363,0.13062501358702788,
RULER-8K,0.5,StreamingLLMPress,AdaKVPress,41,577,0.07105719237435008,0.13414634146341464,0.6758807588075881,1.315994195408532,0.18801066435748745,0.04210728920844991,
RULER-8K,0.5,StreamingLLMPress,QuantizedCache,19,555,0.03423423423423423,0.17105263157894737,1.0,0.3442758442509092,0.006651959532471546,0.05332724568685655,0.9696817575097699
RULER-8K,0.5,SnapKVPress,TOVAPress,20,139,0.14388489208633093,0.6996006944444445,0.8314583333333333,0.028904022856486168,0.03340985852311262,0.05910642081646643,0.2359162798072501
RULER-8K,0.5,SnapKVPress,KeyDiffPress,26,225,0.11555555555555555,0.6825988247863248,0.8698651175213675,0.02505556495895298,0.011735155580065227,0.05482935994587111,0.14760421003793736
RULER-8K,0.5,SnapKVPress,ThinKPress,111,968,0.11466942148760331,0.6817989864864865,1.0,0.3450253256037458,7.547375978611216,0.04691018613929976,0.10280557831621137
RULER-8K,0.5,SnapKVPress,ChunkKVPress_Knorm,40,430,0.09302325581395349,0.6789482060185186,0.6950925925925926,0.05506598818070067,0.1470988332731467,0.05811441426656291,
RULER-8K,0.5,SnapKVPress,AdaKVPress,60,122,0.4918032786885246,0.7055516975308642,0.6704581404320987,0.3314914200138798,0.22568307613892252,0.04891966530283562,
RULER-8K,0.5,SnapKVPress,QuantizedCache,17,121,0.14049586776859505,0.7463609749455338,1.0,0.0064009903102141864,0.01089029965226158,0.06989754225921191,0.9675879705714036
RULER-8K,0.5,TOVAPress,KeyDiffPress,25,163,0.15337423312883436,0.7109074074074074,0.7069583333333334,0.1428128226843711,0.4443197296817798,0.1948215119137778,0.10428738432080444
RULER-8K,0.5,TOVAPress,ThinKPress,48,968,0.049586776859504134,0.7162712191358024,1.0,0.17669767064601838,6.821231495066915,0.19638258473075534,0.1559920796563565
RULER-8K,0.5,TOVAPress,ChunkKVPress_Knorm,42,365,0.11506849315068493,0.7061618165784832,0.5025352733686067,0.1949641828403293,0.650958557047558,0.19858732014951766,
RULER-8K,0.5,TOVAPress,AdaKVPress,16,103,0.1553398058252427,0.8348668981481482,0.6834599247685186,0.04196699138752241,0.021652532200992176,0.23100174773261317,
RULER-8K,0.5,TOVAPress,QuantizedCache,12,63,0.19047619047619047,0.8427854938271605,1.0,0.006736811541244947,0.010259753083714776,0.2555399157568178,0.9828867894083753
RULER-8K,0.5,KeyDiffPress,ThinKPress,140,968,0.1446280991735537,0.6534726355820106,1.0,0.5309993086714018,7.038681052492502,0.08358851388207526,0.12732592638543225
RULER-8K,0.5,KeyDiffPress,ChunkKVPress_Knorm,99,400,0.2475,0.574451108305275,0.48699962588851475,0.5927333369465594,0.8645555000860363,0.08571780481787694,
RULER-8K,0.5,KeyDiffPress,AdaKVPress,18,193,0.09326424870466321,0.864573688271605,0.6757169495884774,0.019614239340016153,0.019022284648403234,0.12837447776885524,
RULER-8K,0.5,KeyDiffPress,QuantizedCache,13,154,0.08441558441558442,0.8924367877492878,1.0,0.001248837266968954,0.01369122415300303,0.12851834627129613,0.9740537335871629
RULER-8K,0.5,ThinKPress,ChunkKVPress_Knorm,359,968,0.37086776859504134,1.0,0.5486188486536676,8.516048963573187,1.1431433359502878,0.09700632772229381,
RULER-8K,0.5,ThinKPress,AdaKVPress,71,968,0.07334710743801653,1.0,0.686318140323422,8.077111903487209,0.20220264738892715,0.09286181609992117,
RULER-8K,0.5,ThinKPress,QuantizedCache,27,968,0.027892561983471075,1.0,1.0,6.46290134895541,0.006853712996916987,0.18337680788864935,0.9687159873090726
RULER-8K,0.5,ChunkKVPress_Knorm,AdaKVPress,31,399,0.07769423558897243,0.7683243727598567,0.717829674432497,0.14759693997476572,0.013690340219344128,,
RULER-8K,0.5,ChunkKVPress_Knorm,QuantizedCache,24,362,0.06629834254143646,0.7481867283950617,1.0,0.040520443593715684,0.00785170850667726,,0.9641609494140649
RULER-8K,0.5,AdaKVPress,QuantizedCache,14,84,0.16666666666666666,0.7358465608465609,1.0,0.0019319809859959752,0.0005106603396566323,,0.9792058956964886
RULER-8K,0.75,StreamingLLMPress,SnapKVPress,13,298,0.0436241610738255,0.07692307692307693,0.8914307336182337,0.4366320519139194,0.03967031765591784,0.029429959300315292,0.05222594226128382
RULER-8K,0.75,StreamingLLMPress,TOVAPress,7,292,0.023972602739726026,0.07142857142857142,0.9767195767195768,0.06258475478188526,-0.00034885220932505997,0.026446757701025447,0.22716516276224272
RULER-8K,0.75,StreamingLLMPress,KeyDiffPress,27,312,0.08653846153846154,0.23148148148148148,0.9601401748971193,0.7436061902969677,0.08155815955879417,0.06855903140457392,0.10014311358684377
RULER-8K,0.75,StreamingLLMPress,ThinKPress,10,298,0.03355704697986577,0.425,1.0,0.26648772484337907,0.002874565005551899,0.12242997334223249,0.9871735521159275
RULER-8K,0.75,StreamingLLMPress,ChunkKVPress_Knorm,45,413,0.1089588377723971,0.4166666666666667,0.7834670781893004,1.6474897387778844,1.19139596700974,0.1789905448305916,
RULER-8K,0.75,StreamingLLMPress,AdaKVPress,8,294,0.027210884353741496,0.1875,0.9044921875,0.05302466623290422,-0.0011096026294774297,0.0515689822855802,
RULER-8K,0.75,StreamingLLMPress,QuantizedCache,7,289,0.02422145328719723,0.25,1.0,0.29412480689139503,-5.4930568080496e-06,0.05716048275934127,0.999999452556605
RULER-8K,0.75,SnapKVPress,TOVAPress,7,29,0.2413793103448276,0.9730076058201058,0.9874338624338624,-0.0003566423187581412,-0.00035025558224648686,0.06435941348749585,0.21804362168247304
RULER-8K,0.75,SnapKVPress,KeyDiffPress,11,65,0.16923076923076924,0.9147359006734007,0.9836700336700338,-0.000381859179025385,-0.0011804575410970292,0.05633380489906899,0.12250664188297997
RULER-8K,0.75,SnapKVPress,ThinKPress,4,41,0.0975609756097561,0.9039207175925926,1.0,0.0010858886494133912,0.0013851803471967017,0.05402023828620874,1.0594834250471845
RULER-8K,0.75,SnapKVPress,ChunkKVPress_Knorm,10,185,0.05405405405405406,0.904230324074074,0.8360648148148148,0.0005737536962290513,0.003928729466901304,0.055179167180088654,
RULER-8K,0.75,SnapKVPress,AdaKVPress,9,30,0.3,0.925533693415638,0.8799189814814815,-0.0006555293821419975,-0.0005695732427872554,0.05800185500486416,
RULER-8K,0.75,SnapKVPress,QuantizedCache,4,29,0.13793103448275862,0.9678819444444444,1.0,3.1091206360578383e-06,2.453547485181673e-06,0.06709719606714086,0.9974127922906478
RULER-8K,0.75,TOVAPress,KeyDiffPress,6,58,0.10344827586206896,0.9899691358024691,0.9941165123456791,-0.00040692801713896703,-0.0014197760065184362,0.21577056675539408,0.0932210666784297
RULER-8K,0.75,TOVAPress,ThinKPress,3,30,0.1,0.9861111111111112,1.0,-0.0009206986462812298,0.005545541847769897,0.22033948305793893,1.0098517774704057
RULER-8K,0.75,TOVAPress,ChunkKVPress_Knorm,4,179,0.0223463687150838,0.9849537037037037,0.9565972222222222,-0.0006905041168844273,0.010023869499937832,0.21721830005380602,
RULER-8K,0.75,TOVAPress,AdaKVPress,8,19,0.42105263157894735,0.9822916666666667,0.9089626736111112,-0.000327482154587444,0.00012692925544888212,0.2243836463059408,
RULER-8K,0.75,TOVAPress,QuantizedCache,5,16,0.3125,0.9762962962962962,1.0,-3.549888620755226e-05,-5.4230743088190536e-05,0.23225949121303585,0.9981502702682892
RULER-8K,0.75,KeyDiffPress,ThinKPress,10,63,0.15873015873015872,0.9689641203703703,1.0,0.00311061811329294,0.023721842440814232,0.12070376295503116,1.0469399202252692
RULER-8K,0.75,KeyDiffPress,ChunkKVPress_Knorm,19,204,0.09313725490196079,0.9620492202729046,0.7910575048732944,0.06195026484973131,0.13096228235537644,0.1248623504000331,
RULER-8K,0.75,KeyDiffPress,AdaKVPress,10,57,0.17543859649122806,0.9800810185185185,0.880179398148148,-0.0011106853225255175,-0.0005089375934992368,0.12293399439074781,
RULER-8K,0.75,KeyDiffPress,QuantizedCache,4,57,0.07017543859649122,0.9965277777777778,1.0,2.8209152577840513e-05,-4.927169783286445e-13,0.09713353430510407,1.0005595104836331
RULER-8K,0.75,ThinKPress,ChunkKVPress_Knorm,12,180,0.06666666666666667,1.0,0.8758101851851853,0.021198632838299186,0.2535190248896555,1.0157654007565322,
RULER-8K,0.75,ThinKPress,AdaKVPress,8,28,0.2857142857142857,1.0,0.8929615162037037,-0.009657194764522398,0.004426228762165169,1.0281363082509944,
RULER-8K,0.75,ThinKPress,QuantizedCache,3,27,0.1111111111111111,1.0,1.0,0.0002912380357871225,-1.3191568626262177e-05,1.0029206859689803,1.001012558447302
RULER-8K,0.75,ChunkKVPress_Knorm,AdaKVPress,8,178,0.0449438202247191,0.8758680555555556,0.896216724537037,0.0017596376272307201,0.004421531515127336,,
RULER-8K,0.75,ChunkKVPress_Knorm,QuantizedCache,4,176,0.022727272727272728,0.9623842592592593,1.0,7.858741070471131e-05,-9.824137973402092e-06,,1.0010133276795785
RULER-8K,0.75,AdaKVPress,QuantizedCache,6,18,0.3333333333333333,0.8967013888888888,1.0,0.0005782293932540261,-5.171522095126502e-05,,0.9982129255123672
