task_key,official_task_name,method_name,compression_ratio,retained_budget,n_samples,Acc,F1,CIF,ERR,ECov,DRR,delta_NLL,GPR,NA_metric_count
ruler_multikey_niah,niah_multikey_3,SnapKVPress,0.5,0.5,100,0.99,0.99,0.0,1.0,1.0,1.0,3.5987930922010137e-06,0.9999964221230634,0
ruler_multikey_niah,niah_multikey_3,SnapKVPress,0.75,0.25,100,0.92,0.92,0.07,1.0,1.0,0.9976584370725402,0.025404506881836934,0.9782501491351698,0
ruler_multikey_niah,niah_multikey_3,StreamingLLMPress,0.25,0.75,100,0.79,0.79,0.2,0.7981159420289855,0.8,0.7491830660291459,0.5684109807951238,0.8122390812661616,0
ruler_multikey_niah,niah_multikey_3,StreamingLLMPress,0.5,0.5,100,0.49,0.49,0.5,0.49631578947368415,0.5,0.4976719981530288,1.39889549215023,0.5313578347784942,0
ruler_multikey_niah,niah_multikey_3,StreamingLLMPress,0.75,0.25,100,0.25,0.25,0.74,0.25,0.25,0.2460793234952722,2.0618821763204975,0.2993474257359493,0
ruler_multikey_niah,niah_multikey_3,TOVAPress,0.25,0.75,100,0.99,0.99,0.0,1.0,1.0,0.9999851124561687,4.0842551404293156e-05,0.9999591913685961,0
ruler_multikey_niah,niah_multikey_3,TOVAPress,0.5,0.5,100,0.86,0.86,0.13,0.999349411425247,1.0,0.9890513222515659,0.05380904785520781,0.9582974728056876,0
ruler_multikey_niah,niah_multikey_3,TOVAPress,0.75,0.25,100,0.08,0.08,0.91,0.9305049917404709,1.0,0.7748266917294642,0.9866487569902241,0.45369195920852823,0
ruler_multikey_niah,niah_multikey_3,ThinKPress,0.25,0.75,100,1.0,1.0,0.0,N/A,N/A,N/A,0.0006280792301471638,0.999375240824413,300
ruler_multikey_niah,niah_multikey_3,ThinKPress,0.5,0.5,100,0.0,0.0,0.99,N/A,N/A,N/A,5.972613897303988,0.002906692744437262,300
ruler_multikey_niah,niah_multikey_3,ThinKPress,0.75,0.25,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500
ruler_multiquery_niah,niah_multiquery,AdaKVPress,0.25,0.75,100,0.8175,0.8175,0.0,N/A,N/A,N/A,-0.0001115379053265153,1.0001117096708874,300
ruler_multiquery_niah,niah_multiquery,AdaKVPress,0.5,0.5,100,0.815,0.815,0.0,N/A,N/A,N/A,-0.0001716956635951883,1.000171985793239,300
ruler_multiquery_niah,niah_multiquery,AdaKVPress,0.75,0.25,100,0.8075,0.8075,0.03,N/A,N/A,N/A,-0.00035427742881501524,1.000355156046461,300
ruler_multiquery_niah,niah_multiquery,ChunkKVPress_Knorm,0.25,0.75,100,0.8775,0.8775,0.02,N/A,N/A,N/A,0.0011203064867897638,0.9989223335870274,300
ruler_multiquery_niah,niah_multiquery,ChunkKVPress_Knorm,0.5,0.5,100,0.85,0.85,0.06,N/A,N/A,N/A,0.04149237891636929,0.9713296719843946,300
ruler_multiquery_niah,niah_multiquery,ChunkKVPress_Knorm,0.75,0.25,100,0.68,0.68,0.21,N/A,N/A,N/A,0.3072321237393284,0.8317744277218654,300
ruler_multiquery_niah,niah_multiquery,KeyDiffPress,0.25,0.75,100,0.895,0.895,0.02,1.0,1.0,N/A,0.0028951604338139634,0.9971764629294507,100
ruler_multiquery_niah,niah_multiquery,KeyDiffPress,0.5,0.5,100,0.8975,0.8975,0.04,1.0,1.0,N/A,0.000870869640020342,0.9991394593413127,100
ruler_multiquery_niah,niah_multiquery,KeyDiffPress,0.75,0.25,100,0.7575,0.7575,0.16,1.0,1.0,N/A,0.007192884368102821,0.9936231575545275,100
ruler_multiquery_niah,niah_multiquery,PyramidKVPress,0.25,0.75,100,0.8175,0.8175,0.01,1.0,1.0,N/A,-3.0511509394595125e-05,1.0000305576147164,100
ruler_multiquery_niah,niah_multiquery,PyramidKVPress,0.5,0.5,100,0.8125,0.8125,0.01,1.0,1.0,N/A,-0.00013252339906882015,1.0001326804736923,100
